VALUE,NVC_NAME,LFRDB,LFLIFEFORM,NVC_CLASS,NVC_SUBCLASS,NVC_FORMATION,NVC_DIVISION,CLASS,SUBCLASS,FORMATION,DIVISION_CODE,DIVISION,MACROGROUP_CODE,MACROGROUP,Group_Code,GROUP,R,G,B,RED,GREEN,BLUE
7902,Western Cool Temperate Urban Mixed Forest,7902,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,194,158,215,0.760784,0.619608,0.843137
7903,Western Cool Temperate Urban Herbaceous,7903,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,202,122,245,0.792157,0.478431,0.960784
7904,Western Cool Temperate Urban Shrubland,7904,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,207,171,215,0.811765,0.670588,0.843137
7905,Eastern Cool Temperate Urban Deciduous Forest,7905,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,112,68,137,0.439216,0.266667,0.537255
7906,Eastern Cool Temperate Urban Evergreen Forest,7906,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,170,102,205,0.666667,0.4,0.803922
7907,Eastern Cool Temperate Urban Mixed Forest,7907,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,194,158,215,0.760784,0.619608,0.843137
7908,Eastern Cool Temperate Urban Herbaceous,7908,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,202,122,245,0.792157,0.478431,0.960784
7909,Eastern Cool Temperate Urban Shrubland,7909,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,207,171,215,0.811765,0.670588,0.843137
7910,Western Warm Temperate Urban Deciduous Forest,7910,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,112,68,137,0.439216,0.266667,0.537255
7911,Western Warm Temperate Urban Evergreen Forest,7911,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,170,102,205,0.666667,0.4,0.803922
7912,Western Warm Temperate Urban Mixed Forest,7912,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,194,158,215,0.760784,0.619608,0.843137
7913,Western Warm Temperate Urban Herbaceous,7913,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,202,122,245,0.792157,0.478431,0.960784
7914,Western Warm Temperate Urban Shrubland,7914,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,207,171,215,0.811765,0.670588,0.843137
7915,Eastern Warm Temperate Urban Deciduous Forest,7915,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,112,68,137,0.439216,0.266667,0.537255
7916,Eastern Warm Temperate Urban Evergreen Forest,7916,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,170,102,205,0.666667,0.4,0.803922
7917,Eastern Warm Temperate Urban Mixed Forest,7917,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,194,158,215,0.760784,0.619608,0.843137
7918,Eastern Warm Temperate Urban Herbaceous,7918,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,202,122,245,0.792157,0.478431,0.960784
7919,Eastern Warm Temperate Urban Shrubland,7919,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,207,171,215,0.811765,0.670588,0.843137
7920,Western Cool Temperate Developed Ruderal Deciduous Forest,7920,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,64,61,168,0.25098,0.239216,0.658824
7921,Western Cool Temperate Developed Ruderal Evergreen Forest,7921,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,102,119,205,0.4,0.466667,0.803922
7922,Western Cool Temperate Developed Ruderal Mixed Forest,7922,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7923,Western Cool Temperate Developed Ruderal Shrubland,7923,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7924,Western Cool Temperate Developed Ruderal Grassland,7924,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7925,Western Warm Temperate Developed Ruderal Deciduous Forest,7925,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,64,61,168,0.25098,0.239216,0.658824
7926,Western Warm Temperate Developed Ruderal Evergreen Forest,7926,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,102,119,205,0.4,0.466667,0.803922
7927,Western Warm Temperate Developed Ruderal Mixed Forest,7927,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7928,Western Warm Temperate Developed Ruderal Shrubland,7928,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7929,Western Warm Temperate Developed Ruderal Grassland,7929,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7930,Eastern Cool Temperate Developed Ruderal Deciduous Forest,7930,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,64,61,168,0.25098,0.239216,0.658824
7931,Eastern Cool Temperate Developed Ruderal Evergreen Forest,7931,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,102,119,205,0.4,0.466667,0.803922
7932,Eastern Cool Temperate Developed Ruderal Mixed Forest,7932,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7933,Eastern Cool Temperate Developed Ruderal Shrubland,7933,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7934,Eastern Cool Temperate Developed Ruderal Grassland,7934,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7935,Eastern Warm Temperate Developed Ruderal Deciduous Forest,7935,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,64,61,168,0.25098,0.239216,0.658824
7936,Eastern Warm Temperate Developed Ruderal Evergreen Forest,7936,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,102,119,205,0.4,0.466667,0.803922
7937,Eastern Warm Temperate Developed Ruderal Mixed Forest,7937,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7938,Eastern Warm Temperate Developed Ruderal Shrubland,7938,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7939,Eastern Warm Temperate Developed Ruderal Grassland,7939,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7940,Western Cool Temperate Developed Ruderal Deciduous Forested Wetland,7940,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7941,Western Cool Temperate Developed Ruderal Evergreen Forested Wetland,7941,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7942,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,7942,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7943,Western Cool Temperate Developed Ruderal Shrub Wetland,7943,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7944,Western Cool Temperate Developed Ruderal Herbaceous Wetland,7944,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7945,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,7945,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7946,Western Warm Temperate Developed Ruderal Evergreen Forested Wetland,7946,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7947,Western Warm Temperate Developed Ruderal Mixed Forested Wetland,7947,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7948,Western Warm Temperate Developed Ruderal Shrub Wetland,7948,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7949,Western Warm Temperate Developed Ruderal Herbaceous Wetland,7949,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7950,Eastern Cool Temperate Developed Ruderal Deciduous Forested Wetland,7950,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7951,Eastern Cool Temperate Developed Ruderal Evergreen Forested Wetland,7951,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7952,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,7952,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7953,Eastern Cool Temperate Developed Ruderal Shrub Wetland,7953,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7954,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,7954,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7955,Eastern Warm Temperate Developed Ruderal Deciduous Forested Wetland,7955,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7956,Eastern Warm Temperate Developed Ruderal Evergreen Forested Wetland,7956,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7957,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,7957,Tree,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M550,Tree Developed Vegetation,G729,Temperate Tree Developed Vegetation,68,79,137,0.266667,0.309804,0.537255
7958,Eastern Warm Temperate Developed Ruderal Shrub Wetland,7958,Shrub,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,158,170,215,0.619608,0.666667,0.843137
7959,Eastern Warm Temperate Developed Ruderal Herbaceous Wetland,7959,Herb,7,7.C,7.C.2,7.C.2.1,7 Agricultural & Developed Vegetation,7.C Herbaceous & Woody Developed Vegetation,7.C.2 Other Developed Vegetation,D189,7.C.2.1 Other Developed Vegetation,M549,Shrub & Herb Developed Vegetation,G727,Temperate Shrub & Herb Developed Vegetation,122,142,245,0.478431,0.556863,0.960784
7960,Western Cool Temperate Orchard,7960,Tree,7,7.A,7.A.1,7.A.1.1,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D215,7.A.1.1 Tree Orchard,M555,Fruit Orchard,G736,Tropical & Temperate Fruit Orchard,210,28,94,0.823529,0.109804,0.368627
7961,Western Cool Temperate Vineyard,7961,Agriculture,7,7.A,7.A.1,7.A.1.2,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D216,7.A.1.2 Vineyard,M557,Grape Vineyard,G737,Tropical & Temperate Grape Vineyard,168,0,132,0.658824,0,0.517647
7962,Western Cool Temperate Bush fruit and berries,7962,Shrub,7,7.A,7.A.1,7.A.1.3,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D217,7.A.1.3 Bush Fruit & Berry,M559,Bush Fruit & Berry,G738,Tropical & Temperate Bush Fruit & Berry,210,28,119,0.823529,0.109804,0.466667
7963,Western Cool Temperate Row Crop-Close Grown Crop,7963,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,245,140,1,0.960784,0.54902
7964,Western Cool Temperate Row Crop,7964,Agriculture,7,7.B,7.B.1,7.B.1.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D200,7.B.1.1 Graminoid Row Crop,M523,Corn Crop,G699,Tropical & Temperate Corn Crop,250,255,119,0.980392,1,0.466667
7965,Western Cool Temperate Close Grown Crop,7965,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,237,119,1,0.929412,0.466667
7966,Western Cool Temperate Fallow/Idle Cropland,7966,Herb,7,7.B,7.B.4,7.B.4.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.4 Fallow Field & Weed Vegetation,D207,7.B.4.1 Cropland Fallow Field,M539,Fallow Field,G711,Tropical & Temperate Open Fallow Field,255,255,119,1,1,0.466667
7967,Western Cool Temperate Pasture and Hayland,7967,Herb,7,7.B,7.B.2,7.B.2.2,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.2 Pasture & Hay Field Crop,D204,7.B.2.2 Permanent Pasture & Hay Field,M534,Permanent Pasture & Grass Hay Field,G708,Tropical & Temperate Permanent Pasture & Hay Field,227,212,28,0.890196,0.831373,0.109804
7968,Western Cool Temperate Wheat,7968,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,250,227,163,0.980392,0.890196,0.639216
7970,Eastern Cool Temperate Orchard,7970,Tree,7,7.A,7.A.1,7.A.1.1,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D215,7.A.1.1 Tree Orchard,M555,Fruit Orchard,G736,Tropical & Temperate Fruit Orchard,210,28,94,0.823529,0.109804,0.368627
7971,Eastern Cool Temperate Vineyard,7971,Agriculture,7,7.A,7.A.1,7.A.1.2,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D216,7.A.1.2 Vineyard,M557,Grape Vineyard,G737,Tropical & Temperate Grape Vineyard,168,0,132,0.658824,0,0.517647
7972,Eastern Cool Temperate Bush fruit and berries,7972,Shrub,7,7.A,7.A.1,7.A.1.3,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D217,7.A.1.3 Bush Fruit & Berry,M559,Bush Fruit & Berry,G738,Tropical & Temperate Bush Fruit & Berry,210,28,119,0.823529,0.109804,0.466667
7973,Eastern Cool Temperate Row Crop-Close Grown Crop,7973,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,245,140,1,0.960784,0.54902
7974,Eastern Cool Temperate Row Crop,7974,Agriculture,7,7.B,7.B.1,7.B.1.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D200,7.B.1.1 Graminoid Row Crop,M523,Corn Crop,G699,Tropical & Temperate Corn Crop,250,255,119,0.980392,1,0.466667
7975,Eastern Cool Temperate Close Grown Crop,7975,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,237,119,1,0.929412,0.466667
